rocket_length_cm,rocket_diameter_cm,total_mass_g,thrust_N,burn_time_s,wind_speed_mps,angle_of_launch_deg,center_of_mass_cm,center_of_pressure_cm,stable,motor_type_A,motor_type_B,motor_type_C,motor_type_D,motor_type_E
43.01,6.71,837.63,4.31,4.89,3.38,67.87,19.98,20.7,0,1,0,0,0,0
73.81,9.26,784.39,2.95,1.07,5.47,89.73,49.8,58.93,1,1,0,0,0,0
77.48,5.18,1020.59,7.27,2.89,8.26,50.89,28.09,32.65,1,0,1,0,0,0
72.5,8.66,707.0,22.3,3.57,6.91,68.52,41.23,51.84,1,0,0,0,1,0
100.02,2.61,1449.55,19.73,4.08,9.99,66.85,36.1,70.57,1,0,0,1,0,0
39.0,5.69,488.56,56.84,3.2,7.09,76.55,18.95,28.65,1,0,0,0,0,1
48.89,3.59,1388.91,51.89,2.56,0.58,62.74,20.53,35.31,1,0,0,0,0,1
57.36,8.32,814.14,2.44,2.38,3.08,66.5,36.13,45.24,1,1,0,0,0,0
50.69,5.73,1152.99,17.23,2.39,5.54,83.08,17.59,38.23,1,0,0,1,0,0
80.85,8.4,1910.36,12.27,2.51,4.56,65.58,52.87,32.53,0,0,0,1,0,0
92.69,4.24,304.59,35.31,4.02,8.3,49.57,61.49,52.09,0,0,0,0,1,0
57.86,5.26,242.27,65.05,4.52,8.11,39.19,21.72,36.73,1,0,0,0,0,1
34.44,9.24,1932.51,36.38,2.01,0.53,61.53,17.54,25.84,1,0,0,0,1,0
30.73,7.59,497.35,16.22,5.0,3.04,32.15,14.77,21.51,1,0,0,1,0,0
92.79,9.47,893.2,2.25,3.77,4.71,44.62,41.95,56.9,1,1,0,0,0,0
72.31,8.4,870.11,15.31,1.01,3.84,31.05,35.63,38.24,1,0,0,1,0,0
54.06,6.8,484.7,16.09,2.97,3.47,82.63,30.16,43.22,1,0,0,1,0,0
98.36,6.93,263.73,2.34,4.93,0.05,34.25,45.05,60.78,1,1,0,0,0,0
109.74,2.93,1322.22,9.62,3.67,9.26,62.45,63.02,54.65,0,0,1,0,0,0
46.37,9.08,1815.62,8.62,1.18,8.53,65.37,21.8,18.63,0,0,1,0,0,0
50.74,4.19,1803.17,41.42,2.6,2.07,66.48,17.7,34.69,1,0,0,0,0,1
69.21,2.28,1855.97,25.59,4.78,1.49,58.04,29.2,43.29,1,0,0,0,1,0
72.69,3.62,1543.91,79.68,1.2,5.58,54.45,23.23,31.09,1,0,0,0,0,1
71.91,2.16,1113.67,55.37,4.25,6.17,52.97,27.68,53.55,1,0,0,0,0,1
40.64,5.48,649.56,8.33,3.46,7.57,46.87,22.76,19.28,0,0,1,0,0,0
98.15,6.51,1070.51,4.36,2.96,6.07,54.42,45.86,78.22,1,1,0,0,0,0
116.89,7.14,1333.37,2.89,3.05,1.03,71.59,37.66,91.57,1,1,0,0,0,0
40.24,4.21,1027.24,4.92,4.16,7.39,71.42,26.42,16.33,0,1,0,0,0,0
117.94,7.14,1034.04,7.65,0.86,4.05,84.57,72.35,84.43,1,0,1,0,0,0
84.41,3.64,1855.51,13.77,2.73,6.07,63.92,32.68,60.03,1,0,0,1,0,0
30.5,9.6,939.2,28.12,1.26,3.07,60.98,17.33,14.05,0,0,0,0,1,0
61.21,9.64,1315.04,61.33,2.67,7.81,30.03,25.37,43.96,1,0,0,0,0,1
35.95,3.05,898.14,45.05,4.18,0.51,55.04,18.49,20.37,1,0,0,0,0,1
107.13,8.75,756.09,2.22,2.55,9.82,45.69,35.62,55.55,1,1,0,0,0,0
106.85,8.94,364.33,7.77,3.68,7.41,81.7,55.39,54.26,0,0,1,0,0,0
50.88,4.72,266.67,9.05,1.98,2.9,78.94,26.13,23.89,0,0,1,0,0,0
80.06,7.42,1627.63,78.29,1.86,3.27,38.71,51.84,40.56,0,0,0,0,0,1
99.75,7.1,1807.28,42.98,2.81,7.27,60.21,53.38,69.46,1,0,0,0,0,1
92.36,7.89,670.77,19.17,2.77,4.4,33.29,46.51,71.99,1,0,0,1,0,0
36.99,6.7,1467.99,9.57,4.63,4.74,50.51,18.41,18.52,0,0,1,0,0,0
66.32,8.13,1468.8,71.71,4.94,0.51,82.04,37.5,51.06,1,0,0,0,0,1
67.8,6.51,379.58,4.89,4.36,2.7,55.15,45.68,37.81,0,1,0,0,0,0
46.58,6.62,1924.15,26.54,2.98,4.99,39.91,27.55,26.26,0,0,0,0,1,0
95.37,9.95,1728.04,22.58,3.31,0.37,58.59,52.55,57.48,1,0,0,0,1,0
50.08,3.59,471.13,8.85,4.1,1.62,88.07,24.91,34.91,1,0,1,0,0,0
39.01,7.76,1795.17,3.93,2.01,0.24,65.91,12.36,15.83,1,1,0,0,0,0
60.23,3.65,1475.43,2.08,4.81,5.88,56.3,26.14,42.8,1,1,0,0,0,0
83.94,6.05,1636.57,7.59,4.03,8.7,51.52,44.74,37.61,0,0,1,0,0,0
71.44,7.61,960.03,30.68,2.89,4.98,39.24,42.98,34.87,0,0,0,0,1,0
80.27,9.32,553.43,15.25,2.33,6.25,67.46,44.75,57.53,1,0,0,1,0,0
99.99,4.49,1489.15,36.78,1.82,5.01,71.91,38.36,79.22,1,0,0,0,1,0
100.79,6.43,1834.0,4.15,0.99,0.73,68.35,59.79,71.56,1,1,0,0,0,0
108.91,9.65,851.57,53.06,3.83,2.99,36.14,52.8,65.69,1,0,0,0,0,1
88.47,6.62,1661.89,33.27,0.7,7.58,38.95,48.46,56.44,1,0,0,0,1,0
71.19,8.76,1675.45,7.05,2.38,6.97,31.89,27.71,35.01,1,0,1,0,0,0
94.9,4.47,631.66,28.32,0.79,0.58,78.84,31.85,41.05,1,0,0,0,1,0
39.78,2.31,544.91,4.32,1.82,9.26,75.73,14.71,21.82,1,1,0,0,0,0
73.0,3.58,1496.95,32.5,2.29,5.62,70.01,27.73,39.08,1,0,0,0,1,0
88.06,7.1,443.53,6.65,3.2,2.93,55.31,28.69,65.41,1,0,1,0,0,0
101.37,9.32,1297.45,4.52,3.37,8.26,52.15,41.37,66.79,1,1,0,0,0,0
60.77,7.49,978.49,2.33,1.43,1.01,67.16,37.52,33.03,0,1,0,0,0,0
45.46,8.33,1169.84,5.58,2.84,4.25,38.4,25.48,34.99,1,0,1,0,0,0
38.25,9.21,542.22,34.34,0.63,0.21,59.44,26.48,26.26,0,0,0,0,1,0
104.89,2.34,1062.95,6.89,4.52,0.75,54.22,54.55,48.82,0,0,1,0,0,0
64.78,8.14,652.75,79.72,4.1,1.6,73.04,21.03,26.29,1,0,0,0,0,1
110.08,4.69,675.66,3.71,2.34,1.59,77.29,60.39,53.95,0,1,0,0,0,0
59.43,6.35,1063.23,37.56,2.7,5.95,34.39,32.22,34.83,1,0,0,0,1,0
86.84,5.35,774.76,2.3,0.77,3.28,74.89,52.12,61.11,1,1,0,0,0,0
32.25,6.64,568.42,8.13,2.28,6.07,84.23,15.12,22.91,1,0,1,0,0,0
55.91,4.47,1554.29,38.03,0.92,5.36,71.04,30.54,37.71,1,0,0,0,1,0
117.54,7.72,1510.71,15.78,4.29,0.29,58.0,45.53,62.58,1,0,0,1,0,0
94.2,6.61,274.73,68.53,1.72,0.39,37.86,37.97,41.31,1,0,0,0,0,1
51.81,4.02,342.67,5.09,0.73,8.93,73.02,15.95,39.44,1,0,1,0,0,0
54.81,8.4,723.74,39.11,3.79,8.74,32.86,31.31,32.69,0,0,0,0,1,0
80.14,9.62,1230.43,4.4,3.77,5.74,72.67,43.53,37.38,0,1,0,0,0,0
102.18,4.67,1288.89,11.4,0.57,3.3,55.56,48.02,78.0,1,0,0,1,0,0
93.15,7.8,444.43,5.94,0.62,5.53,42.31,30.91,47.05,1,0,1,0,0,0
33.83,5.18,1134.51,8.39,3.12,3.4,35.21,11.9,17.87,1,0,1,0,0,0
82.15,8.56,614.24,69.04,1.57,9.68,50.38,38.73,39.98,0,0,0,0,0,1
80.55,3.54,1926.85,49.53,2.15,8.26,30.71,25.21,35.29,1,0,0,0,0,1
106.65,6.29,508.48,71.94,0.5,4.86,83.35,65.78,79.71,1,0,0,0,0,1
73.55,3.41,201.05,29.89,3.3,2.11,66.06,29.65,52.7,1,0,0,0,1,0
85.45,2.02,269.33,6.3,2.8,1.24,62.4,42.95,34.8,0,0,1,0,0,0
59.66,7.53,1522.2,7.09,4.99,4.17,45.35,40.53,30.83,0,0,1,0,0,0
113.9,5.94,1621.67,57.46,4.12,2.4,49.0,57.28,75.27,1,0,0,0,0,1
43.64,7.66,543.76,72.18,0.59,4.27,76.88,15.45,29.2,1,0,0,0,0,1
72.06,5.8,962.71,62.27,1.97,8.44,50.63,29.82,50.54,1,0,0,0,0,1
41.37,8.23,1219.68,50.4,2.62,0.05,61.56,27.31,22.52,0,0,0,0,0,1
44.27,6.47,1907.33,9.63,3.2,1.63,56.5,14.84,30.26,1,0,1,0,0,0
59.26,9.05,1340.67,9.23,1.18,8.0,68.32,40.4,41.97,1,0,1,0,0,0
40.08,9.96,451.24,33.55,4.2,3.98,33.96,12.94,24.36,1,0,0,0,1,0
93.62,7.79,1207.97,8.57,3.31,4.78,63.54,28.14,73.51,1,0,1,0,0,0
65.1,8.3,475.94,18.42,2.0,5.48,85.54,40.24,31.78,0,0,0,1,0,0
58.3,9.76,1991.79,8.19,4.76,6.09,59.65,40.11,24.19,0,0,1,0,0,0
65.83,2.48,562.16,5.34,0.61,9.04,81.79,43.48,43.78,0,0,1,0,0,0
63.17,6.98,491.06,4.72,1.06,3.2,42.82,20.66,29.53,1,1,0,0,0,0
64.95,2.51,808.91,8.02,3.52,2.1,88.83,43.66,48.27,1,0,1,0,0,0
57.69,5.93,1914.17,6.8,3.01,8.61,47.58,28.24,33.05,1,0,1,0,0,0
55.2,3.18,1807.16,30.29,1.56,7.37,58.45,32.16,41.34,1,0,0,0,1,0
80.7,4.48,1072.54,3.56,4.8,0.95,85.96,41.62,48.17,1,1,0,0,0,0
95.09,5.35,652.05,4.04,2.98,9.44,75.41,63.44,56.29,0,1,0,0,0,0
81.03,8.59,1600.02,9.78,3.44,9.05,61.22,26.81,35.57,1,0,1,0,0,0
83.04,4.57,1234.13,6.48,1.8,8.68,35.9,44.1,65.9,1,0,1,0,0,0
63.61,6.15,1983.3,17.74,4.29,4.5,83.11,40.26,34.97,0,0,0,1,0,0
73.95,9.76,1590.83,5.94,3.1,1.5,57.59,23.82,54.06,1,0,1,0,0,0
94.98,9.74,734.54,6.04,2.13,1.79,46.72,31.03,61.07,1,0,1,0,0,0
94.89,8.67,311.79,19.13,0.87,5.21,82.63,34.99,64.63,1,0,0,1,0,0
71.2,7.17,1148.99,64.86,4.15,4.77,87.99,42.47,48.18,1,0,0,0,0,1
61.22,2.46,1737.64,19.04,3.66,3.53,39.09,31.12,39.99,1,0,0,1,0,0
83.06,9.68,285.12,6.42,0.72,9.59,85.72,38.56,64.2,1,0,1,0,0,0
83.47,4.57,1826.51,13.71,0.88,3.73,68.61,37.06,65.08,1,0,0,1,0,0
99.08,8.1,842.41,5.92,4.0,1.62,37.83,53.1,62.92,1,0,1,0,0,0
41.06,6.46,1038.49,39.01,4.8,8.14,77.96,24.42,22.74,0,0,0,0,1,0
44.63,7.78,751.13,9.21,1.8,1.55,66.12,17.93,29.76,1,0,1,0,0,0
102.45,7.6,1014.57,23.92,1.93,9.57,31.05,44.03,56.12,1,0,0,0,1,0
45.23,2.62,282.11,4.67,0.7,6.76,60.49,20.29,30.62,1,1,0,0,0,0
106.93,7.19,535.85,66.3,4.14,5.32,36.36,42.82,81.16,1,0,0,0,0,1
41.47,3.03,1894.93,4.0,3.65,8.96,85.59,25.54,27.56,1,1,0,0,0,0
41.01,7.03,1640.16,4.47,4.68,2.61,47.67,16.65,17.68,0,1,0,0,0,0
103.11,2.61,1383.58,2.72,1.04,7.2,43.65,31.95,71.35,1,1,0,0,0,0
39.75,5.76,1026.28,17.14,4.6,5.16,44.17,17.43,25.62,1,0,0,1,0,0
56.13,8.19,1911.06,8.52,4.71,5.58,73.51,24.83,25.13,0,0,1,0,0,0
86.16,9.2,336.33,2.35,0.51,8.03,31.06,58.39,42.21,0,1,0,0,0,0
107.23,4.36,1163.7,3.24,2.94,3.3,30.15,69.79,45.76,0,1,0,0,0,0
67.84,9.98,1695.27,8.51,3.62,9.38,84.35,29.98,31.78,1,0,1,0,0,0
59.51,6.01,918.83,7.89,3.59,2.01,81.55,19.59,38.42,1,0,1,0,0,0
101.05,7.19,1466.21,14.69,1.24,9.31,79.74,50.15,73.7,1,0,0,1,0,0
109.45,2.99,695.03,9.02,2.41,7.65,57.13,58.05,47.4,0,0,1,0,0,0
35.65,6.29,215.04,60.07,3.86,0.63,64.14,16.75,22.31,1,0,0,0,0,1
86.79,5.58,1434.38,7.07,1.0,5.04,79.44,30.21,51.13,1,0,1,0,0,0
38.91,6.85,1373.22,8.26,1.7,2.69,36.73,24.11,20.12,0,0,1,0,0,0
68.08,8.56,852.89,69.24,4.11,7.42,38.34,22.12,31.42,1,0,0,0,0,1
98.2,7.05,1545.59,5.84,3.58,4.08,34.37,54.38,42.83,0,0,1,0,0,0
117.65,9.2,1290.59,5.04,4.39,1.11,75.72,63.51,89.68,1,0,1,0,0,0
32.3,6.74,268.87,3.0,4.95,5.01,37.01,10.33,19.03,1,1,0,0,0,0
58.31,9.7,667.74,7.86,4.99,5.8,87.69,19.64,45.8,1,0,1,0,0,0
36.97,2.43,847.36,3.21,1.45,1.17,65.25,14.5,20.49,1,1,0,0,0,0
62.16,6.92,1716.19,6.52,0.64,4.75,74.53,25.07,24.88,0,0,1,0,0,0
89.73,3.25,1199.07,14.19,1.73,2.29,82.73,30.0,62.89,1,0,0,1,0,0
76.01,3.88,1043.33,58.81,1.37,3.66,40.99,52.51,54.97,1,0,0,0,0,1
104.93,4.28,1436.94,6.23,4.41,2.12,72.45,69.15,70.12,0,0,1,0,0,0
91.76,7.52,1422.89,17.7,0.8,5.51,76.83,53.89,69.09,1,0,0,1,0,0
94.46,4.4,325.75,73.05,2.7,7.58,36.85,51.02,69.07,1,0,0,0,0,1
62.07,6.29,427.38,62.19,1.38,8.35,74.88,37.16,30.85,0,0,0,0,0,1
57.01,2.48,1069.68,9.48,1.87,0.92,49.0,38.97,45.42,1,0,1,0,0,0
118.41,4.05,1998.67,3.35,4.94,7.64,82.83,64.73,49.31,0,1,0,0,0,0
77.08,4.89,1910.46,2.68,1.64,5.29,43.43,31.76,59.35,1,1,0,0,0,0
107.67,7.3,1230.67,4.92,3.35,1.99,50.12,38.27,48.69,1,1,0,0,0,0
32.85,3.76,522.58,16.2,4.25,2.59,65.01,15.12,26.05,1,0,0,1,0,0
72.69,2.69,418.93,4.61,0.52,7.75,71.61,44.79,37.25,0,1,0,0,0,0
74.72,5.26,282.5,15.18,2.02,2.3,86.09,27.84,40.61,1,0,0,1,0,0
91.37,3.87,1533.84,28.53,2.68,6.94,73.21,57.74,56.98,0,0,0,0,1,0
89.1,3.17,873.58,10.06,3.66,4.93,45.53,61.24,64.47,1,0,0,1,0,0
107.15,6.81,1714.77,34.77,3.89,9.3,33.67,57.41,46.93,0,0,0,0,1,0
114.79,9.98,1638.85,6.22,3.57,2.17,87.47,51.63,51.03,0,0,1,0,0,0
89.79,9.29,844.42,56.89,1.47,3.16,69.86,47.34,60.44,1,0,0,0,0,1
89.1,8.54,1743.77,36.87,0.77,5.65,64.12,27.38,57.41,1,0,0,0,1,0
98.62,4.07,617.47,6.12,0.77,2.0,36.28,68.46,78.77,1,0,1,0,0,0
81.79,8.15,688.16,4.24,1.62,1.14,48.81,28.55,35.16,1,1,0,0,0,0
115.95,3.91,236.94,9.41,2.84,3.74,84.79,41.75,88.91,1,0,1,0,0,0
66.59,3.68,240.95,25.47,3.49,7.4,63.7,20.34,35.73,1,0,0,0,1,0
101.35,5.53,1469.17,3.32,2.96,6.91,67.95,64.57,41.57,0,1,0,0,0,0
54.31,6.15,1282.38,2.21,3.77,2.4,51.5,28.23,22.9,0,1,0,0,0,0
111.19,3.97,1182.27,16.0,3.67,5.04,81.34,67.31,87.81,1,0,0,1,0,0
36.2,4.46,850.48,9.07,2.24,6.08,74.23,17.85,21.83,1,0,1,0,0,0
50.84,7.61,260.13,2.95,1.84,6.09,50.97,35.34,39.71,1,1,0,0,0,0
111.36,2.93,1349.5,26.69,3.05,9.13,82.26,40.19,79.08,1,0,0,0,1,0
47.47,8.67,1670.15,4.35,0.72,8.89,85.77,24.29,31.52,1,1,0,0,0,0
101.46,5.08,1831.75,6.12,0.7,6.28,67.43,46.49,45.31,0,0,1,0,0,0
103.78,2.87,1624.96,5.12,2.1,8.67,49.88,60.11,66.78,1,0,1,0,0,0
96.73,6.8,996.46,32.84,4.84,3.67,77.08,66.95,48.0,0,0,0,0,1,0
74.27,9.91,1384.39,39.52,1.52,0.03,57.94,49.23,58.86,1,0,0,0,1,0
103.03,6.02,909.8,9.2,2.92,5.89,82.64,65.99,71.84,1,0,1,0,0,0
69.38,9.63,1748.87,68.4,4.53,5.56,30.99,29.92,38.01,1,0,0,0,0,1
46.3,8.89,299.8,2.84,3.78,2.46,83.42,18.7,35.1,1,1,0,0,0,0
37.36,2.2,388.14,2.76,0.84,7.47,39.93,21.97,16.93,0,1,0,0,0,0
105.66,9.72,1726.83,26.69,1.18,2.44,71.4,32.08,61.62,1,0,0,0,1,0
116.23,9.18,1545.31,75.49,3.73,6.72,36.13,64.22,66.04,1,0,0,0,0,1
33.88,7.91,423.88,37.87,4.24,9.32,37.9,19.95,19.98,0,0,0,0,1,0
86.54,4.36,304.26,8.66,0.58,1.72,49.41,49.96,63.54,1,0,1,0,0,0
89.27,9.49,1223.4,7.3,2.01,8.33,58.11,58.04,56.51,0,0,1,0,0,0
58.76,4.83,851.89,13.21,3.11,3.05,36.29,36.17,40.16,1,0,0,1,0,0
30.37,8.3,1261.42,14.32,4.99,4.35,68.87,12.13,22.59,1,0,0,1,0,0
103.49,2.73,281.51,3.66,2.51,1.72,31.73,60.82,82.14,1,1,0,0,0,0
64.55,2.9,840.4,47.01,4.04,6.81,87.34,24.24,44.65,1,0,0,0,0,1
98.08,9.99,1940.63,8.71,1.34,0.37,63.71,54.72,39.57,0,0,1,0,0,0
116.83,2.68,1450.68,29.37,3.91,5.9,45.42,59.61,75.05,1,0,0,0,1,0
51.71,2.01,1622.67,3.33,1.15,8.33,61.09,30.54,35.03,1,1,0,0,0,0
40.43,2.26,276.84,6.96,4.77,0.4,69.31,13.61,23.45,1,0,1,0,0,0
112.98,8.61,1146.98,63.98,3.65,8.91,76.73,55.63,58.13,1,0,0,0,0,1
49.22,9.99,1955.56,16.51,3.35,6.08,62.72,18.47,34.72,1,0,0,1,0,0
69.96,9.71,1528.71,42.67,2.79,6.54,72.18,33.74,40.94,1,0,0,0,0,1
59.9,3.13,1031.25,43.08,3.49,4.61,30.2,24.39,34.06,1,0,0,0,0,1
118.73,7.03,585.95,3.59,3.14,2.25,65.37,69.51,59.71,0,1,0,0,0,0
65.48,4.97,920.56,53.19,1.33,8.08,33.88,24.62,26.61,1,0,0,0,0,1
64.94,9.73,1274.02,7.67,4.81,5.39,45.97,29.03,48.72,1,0,1,0,0,0
38.18,6.14,551.8,63.41,0.51,9.58,46.24,11.94,24.68,1,0,0,0,0,1
31.35,4.35,1778.75,3.54,4.7,5.85,32.85,21.88,17.31,0,1,0,0,0,0
82.43,4.39,250.06,37.77,4.89,3.9,69.29,33.81,33.35,0,0,0,0,1,0
67.85,3.72,226.57,5.66,4.92,8.71,62.47,31.93,34.85,1,0,1,0,0,0
46.86,7.91,513.55,9.99,4.87,5.44,63.44,29.81,31.33,1,0,1,0,0,0
66.75,5.43,421.63,11.35,2.8,8.44,72.73,20.05,30.16,1,0,0,1,0,0
78.83,4.84,1670.32,17.86,3.09,9.83,37.33,36.25,47.59,1,0,0,1,0,0
89.87,6.04,1930.17,16.35,1.55,9.33,35.24,46.39,47.34,0,0,0,1,0,0
112.36,6.2,1604.97,32.77,3.81,3.67,43.73,67.56,70.58,1,0,0,0,1,0
78.23,2.47,705.54,7.67,4.6,2.3,52.05,45.67,59.99,1,0,1,0,0,0
72.35,5.64,1476.55,5.63,3.74,1.42,74.03,35.95,41.85,1,0,1,0,0,0
90.79,9.21,1407.83,32.53,2.08,3.32,42.62,38.94,58.56,1,0,0,0,1,0
38.09,7.3,387.0,7.53,2.1,8.85,58.35,14.97,25.81,1,0,1,0,0,0
38.81,7.41,649.82,9.89,4.03,3.65,71.5,11.82,25.42,1,0,1,0,0,0
37.3,7.72,543.28,54.27,2.73,1.86,74.49,25.33,17.93,0,0,0,0,0,1
86.52,6.55,419.63,5.81,0.79,1.34,31.66,59.61,64.44,1,0,1,0,0,0
45.25,8.45,714.78,4.44,2.7,8.68,32.77,31.65,26.78,0,1,0,0,0,0
69.0,7.17,1865.88,15.52,3.49,4.93,38.75,46.15,53.55,1,0,0,1,0,0
86.12,6.0,1113.61,22.27,1.33,6.24,51.62,51.36,67.04,1,0,0,0,1,0
32.67,3.51,682.93,60.48,4.91,6.65,44.17,15.28,17.04,1,0,0,0,0,1
32.03,9.93,1212.6,6.28,2.49,4.99,42.3,19.77,24.83,1,0,1,0,0,0
49.41,2.83,377.2,3.41,1.78,6.43,48.87,24.01,28.0,1,1,0,0,0,0
37.42,2.8,1201.89,3.92,2.91,0.24,59.47,17.04,21.31,1,1,0,0,0,0
80.09,2.71,824.38,29.71,0.76,7.3,83.17,39.39,34.55,0,0,0,0,1,0
87.44,8.52,992.34,62.2,4.19,7.67,67.65,41.83,51.61,1,0,0,0,0,1
77.38,5.53,1295.12,14.11,3.63,1.7,35.98,33.99,40.38,1,0,0,1,0,0
93.51,8.85,975.38,7.55,0.98,0.39,49.53,63.35,42.77,0,0,1,0,0,0
76.26,4.94,1606.59,23.06,4.11,4.32,38.61,41.67,58.1,1,0,0,0,1,0
39.25,7.29,689.57,5.6,2.89,6.76,43.99,14.9,25.72,1,0,1,0,0,0
43.22,7.34,1103.13,10.92,1.21,0.53,34.56,13.91,28.55,1,0,0,1,0,0
67.07,3.88,981.71,7.59,2.96,8.15,64.54,30.77,50.79,1,0,1,0,0,0
109.21,3.71,236.91,7.23,3.5,2.83,40.24,51.06,53.13,1,0,1,0,0,0
66.03,9.08,1343.52,14.6,0.77,5.54,41.17,20.67,47.53,1,0,0,1,0,0
61.9,5.12,1945.17,3.37,2.38,1.97,56.42,32.77,40.23,1,1,0,0,0,0
72.75,9.37,1861.14,39.46,2.95,8.83,42.77,24.7,50.14,1,0,0,0,1,0
113.93,9.97,1641.28,23.91,1.98,7.44,33.7,58.23,90.03,1,0,0,0,1,0
30.65,7.5,1037.73,38.2,0.65,9.81,54.01,14.11,24.03,1,0,0,0,1,0
78.35,5.59,1567.84,50.32,3.91,9.65,72.41,31.97,37.57,1,0,0,0,0,1
74.52,6.31,1513.27,28.18,1.04,8.71,34.27,30.2,41.46,1,0,0,0,1,0
103.88,3.7,1660.9,37.96,2.68,1.54,85.19,50.41,62.61,1,0,0,0,1,0
90.64,9.68,1491.86,68.63,1.17,8.03,55.73,41.29,53.32,1,0,0,0,0,1
35.38,6.86,1421.96,10.5,4.81,3.53,64.06,14.34,20.95,1,0,0,1,0,0
113.06,5.9,730.87,38.82,0.84,8.47,61.47,77.67,59.53,0,0,0,0,1,0
43.31,9.61,1587.84,9.32,3.11,1.29,68.07,18.51,32.48,1,0,1,0,0,0
95.68,9.19,443.0,14.01,2.92,0.43,48.36,37.03,63.58,1,0,0,1,0,0
82.0,9.73,865.94,17.64,2.99,3.52,87.61,45.1,60.63,1,0,0,1,0,0
84.01,8.77,1655.27,13.19,4.0,4.0,34.51,54.57,62.38,1,0,0,1,0,0
107.85,3.55,1173.51,8.69,4.4,5.83,41.13,63.17,51.51,0,0,1,0,0,0
82.25,7.5,696.11,8.93,1.31,9.15,49.99,38.27,36.46,0,0,1,0,0,0
50.51,6.47,805.1,35.0,3.89,0.38,31.72,15.65,35.49,1,0,0,0,1,0
39.77,2.67,1973.89,7.97,1.44,9.08,53.35,25.66,29.51,1,0,1,0,0,0
108.58,8.62,892.05,5.29,4.77,3.31,30.14,49.69,84.22,1,0,1,0,0,0
79.17,8.97,674.81,4.28,0.71,9.56,62.21,48.72,52.83,1,1,0,0,0,0
45.8,4.3,617.31,60.12,3.37,4.95,66.04,28.63,27.21,0,0,0,0,0,1
56.31,2.26,1310.34,8.45,1.3,7.15,88.55,24.74,42.86,1,0,1,0,0,0
36.46,6.74,1917.28,4.88,2.99,2.96,83.81,23.15,27.76,1,1,0,0,0,0
86.94,5.2,536.97,73.9,3.1,2.66,58.21,27.19,61.29,1,0,0,0,0,1
54.13,5.4,872.11,16.4,3.98,8.56,80.43,24.46,30.12,1,0,0,1,0,0
71.38,2.06,325.87,19.83,3.0,5.63,70.67,46.73,41.32,0,0,0,1,0,0
36.21,5.73,714.39,2.08,3.66,5.68,44.61,24.41,28.22,1,1,0,0,0,0
37.99,3.25,1139.48,26.92,4.16,7.81,52.57,17.21,16.89,0,0,0,0,1,0
83.49,8.27,288.06,18.15,2.32,1.69,47.95,39.88,47.39,1,0,0,1,0,0
89.75,3.2,734.21,13.14,1.0,8.65,64.78,50.06,42.19,0,0,0,1,0,0
100.22,8.31,1694.2,8.41,1.84,4.72,61.24,66.15,67.12,0,0,1,0,0,0
65.94,5.87,723.04,24.69,1.05,3.66,36.01,41.95,44.52,1,0,0,0,1,0
106.34,9.76,1204.48,2.29,1.23,6.3,54.08,52.37,52.18,0,1,0,0,0,0
95.23,7.97,1172.8,14.25,3.49,5.19,80.45,39.23,72.8,1,0,0,1,0,0
98.58,5.33,835.89,39.17,3.29,6.07,33.35,30.89,61.15,1,0,0,0,1,0
85.15,9.52,1946.08,27.47,3.57,6.38,48.68,45.42,58.49,1,0,0,0,1,0
39.21,5.84,682.65,6.02,4.7,6.18,41.04,21.05,28.85,1,0,1,0,0,0
97.89,6.38,1399.43,13.25,3.88,1.52,66.3,29.9,58.97,1,0,0,1,0,0
102.61,7.27,1005.51,5.02,0.79,9.67,83.27,64.2,53.83,0,0,1,0,0,0
85.24,7.74,322.54,44.76,1.06,9.31,85.23,29.9,58.1,1,0,0,0,0,1
97.98,4.0,740.7,76.22,4.01,4.45,46.46,55.58,44.32,0,0,0,0,0,1
31.74,3.27,1527.47,2.77,4.45,9.0,31.96,9.71,24.16,1,1,0,0,0,0
49.66,3.94,1040.99,69.33,4.58,1.73,70.22,21.57,22.39,0,0,0,0,0,1
84.71,7.75,1507.43,43.04,0.73,6.69,53.3,47.85,54.45,1,0,0,0,0,1
108.52,7.5,970.23,11.6,0.72,3.79,36.39,50.43,67.1,1,0,0,1,0,0
113.9,5.48,1438.22,64.23,4.14,8.31,59.41,43.5,74.77,1,0,0,0,0,1
56.67,7.75,1833.13,2.64,2.83,5.67,81.34,21.46,31.2,1,1,0,0,0,0
82.24,6.22,561.62,36.19,1.85,5.24,74.41,39.59,58.44,1,0,0,0,1,0
63.5,4.62,1490.15,41.49,4.11,2.26,81.85,23.9,50.23,1,0,0,0,0,1
71.25,8.89,1994.31,8.59,2.06,2.7,89.75,35.32,46.34,1,0,1,0,0,0
58.64,2.29,212.75,49.02,4.15,5.46,60.08,26.8,30.82,1,0,0,0,0,1
77.98,8.97,382.83,67.51,3.87,7.56,87.01,48.92,33.79,0,0,0,0,0,1
41.89,5.35,874.02,7.76,2.53,1.84,37.16,28.14,19.61,0,0,1,0,0,0
75.92,2.61,1084.03,54.57,3.83,9.88,45.08,52.62,40.68,0,0,0,0,0,1
74.99,9.36,1090.82,30.14,1.91,1.05,31.49,29.38,36.37,1,0,0,0,1,0
72.57,4.34,1304.32,33.46,2.59,6.19,51.63,29.42,34.68,1,0,0,0,1,0
