,length,diameter,mass,motor_thrust,burn_time,cg,cp,material,stable
3613,111.17191665474961,6.888861340127291,1484.4695133061723,64.15710257962746,1.6578994084123033,51.528293111646434,84.01139826074473,-0.5256651338807022,1
3614,51.41181383122122,8.208266503209732,513.065246624934,136.25936086592307,0.6473405984401733,23.661560454615024,31.376157247708274,1.1644254478976983,0
3615,43.723567288071585,8.42335537834382,1247.402001114096,42.009500135384805,0.966412496232363,22.815600039027995,28.54283645742554,1.0247047108252718,0
3616,88.66060669404114,3.6599602033009595,1477.0552034844336,52.5478265887235,0.6289066813266064,52.30928187319269,55.9870654952492,0.04005174998857159,0
3617,78.54578517088991,8.005874040266209,1293.9409712112183,110.62088683850236,1.576994819668499,38.43022642905028,55.57261718669179,1.951288845415911,1
3618,37.863100541654724,5.700695543635348,613.2454745318594,70.21016383287119,1.5485279913885401,19.822703251349374,32.14002207610837,-0.04423130191743154,1
3619,110.74827979742858,8.545790343587601,714.2262544229876,28.920694835630595,2.1837543458264626,51.11137502899966,92.79532150916582,-0.41797909520866394,1
3620,89.80471677805329,6.036435700626183,1180.6986454682863,26.38487561998822,2.361062226116548,38.76071488857338,57.929351742902675,2.3204303880099353,1
3621,69.42480117499365,4.760036997377612,395.83681831181326,88.04525276851814,0.5837832268648209,41.186513126870025,43.57807060362045,1.5804855782191534,0
3622,74.29231043874405,6.517837826810637,385.1303230661782,98.02667970873905,1.631171890645102,42.32984510782523,46.572925442638926,1.542121135348986,0
3623,112.75575939208925,4.557361603529784,410.0647087352733,82.84843341161732,2.7801856046051205,67.64357077574833,82.55578040139575,0.9463724013348772,1
3624,91.88633873515451,6.609220263301681,281.6087182968909,194.37538991738083,0.9043915413778643,45.52977640558118,63.82064933561989,1.023472559378323,1
3625,105.68696666424735,6.490696304350524,1246.007814106523,50.19064311122716,2.3825648902905625,53.58630684524615,65.17844709002927,-0.29915120973095044,1
3626,67.4989981638537,3.8735332778395684,416.69572532811344,181.0078110254666,2.2372465959553445,34.28690203638777,48.208511074030724,1.1721807671657583,1
3627,82.2665530309793,5.2912972838210415,680.8087576569285,169.05156296980314,2.104406327055008,36.389295109691396,57.670173466103456,2.1919292538481634,1
3628,39.812134926588364,3.8582309706669635,1181.6609488222157,156.6462840111907,1.0685731690446012,23.81767628005834,24.947274709297677,0.14670660542022312,0
3629,39.74050446260643,3.152023919602374,954.42905533462,189.59700438310512,2.784921943678465,21.047793468090582,35.140834426947805,-0.06036820513005263,1
3630,67.95311106461602,9.492109779406302,925.1244356076371,141.50050621768722,2.7499422128628304,30.193636260791095,50.05118905581315,1.4286256456906485,1
3631,34.36620090828365,9.199418353239714,578.2634782799838,157.79542849822798,1.5183135741130465,17.2336809912891,24.126144316325078,-0.33036845720418373,0
3632,36.79943069102331,6.225037010626106,1201.8295817599342,189.58944107220415,1.5601828791810357,21.586504832667867,26.573073146384036,0.9883664281026043,0
3633,113.30765639948997,4.204231626703979,410.06485903813007,83.10108377460655,2.248830950755104,67.49566763961437,82.81796358744326,0.9371972543719378,1
3634,43.145818599132916,6.538271020832001,406.9548203337781,47.45950153270995,1.8854835878844913,24.20914078338188,29.02929669066288,0.33095187821817457,0
3635,50.440943991930986,5.395290968038103,1312.7635335240411,48.67026282674705,2.1944428087506065,20.83498597564551,42.80237537997816,1.9240648000912453,1
3636,59.680175217017506,7.38284788248185,1039.5671087613052,104.1319901083683,1.8958706104027703,32.56965752773342,39.45018349984533,0.16293349817876657,0
3637,62.98814705828172,10.173085898246349,268.0823711518726,79.93339546783118,2.697570597519874,34.544738543072256,39.98820890552208,0.3218102387524958,0
3638,48.60258616304527,6.036857711430401,366.57755285599137,96.9916870364636,0.009574178666158506,25.52911216099599,32.52534236233215,0.9326241600970144,1
3639,75.33744629695347,7.13748518084368,1134.0817194419474,71.9895981123209,2.3968656120717573,42.851011972998755,47.0294112120947,1.4941044641062962,0
3640,112.14430100642957,3.347366869354237,1491.3172863589089,188.19389934993822,1.3924266985293288,65.64909854048061,79.62663971893978,0.17541957301928293,1
3641,102.10959702816506,3.6901150769464195,536.098320588585,192.87802259167313,3.685221227877847,48.1276265062951,71.58644841634771,-0.4179606948181856,1
3642,114.02067724545671,8.036094881632206,295.06075107385476,115.93056344120563,0.8097422616021731,48.007595680000115,100.57519694002485,2.4786605046634946,1
3643,74.64553007175427,3.977011928216812,1230.5186355601722,140.70692490012345,1.7049243800627847,36.040324480359274,61.20360391260264,1.8603104851206433,1
3644,57.73285853407759,9.619153195134775,357.5957496880841,118.62848231228568,2.17051859619139,29.01403878224512,37.47245237627133,0.8384515550406153,0
3645,33.171151351977215,5.147048865473142,880.4018711728947,40.72411944144753,1.9729936088988427,14.125035512123736,24.26043692170022,2.2973044665744258,1
3646,56.76730056924719,4.915181981653029,866.3588065484885,143.0391841909403,2.773894930494248,26.017417896828174,44.57649548137671,0.5848456486718219,1
3647,93.90254301244813,7.872113338089596,1022.6148989411478,155.1433560866212,0.9180458986051772,52.20001326619579,68.36917531786133,2.1536915833560637,1
3648,41.30706834796754,5.587615753591253,493.28913836730914,58.849476070201995,2.897840129875633,23.08165887332949,27.077750878281304,0.18890267474159814,0
3649,48.65267209249215,9.746127717614536,332.7741778380557,138.9319589248126,1.5864295731385916,23.684822607090602,29.291424611283837,0.5993836052125547,0
3650,40.711833597463674,4.016188969258957,927.41217411544,188.07016526681497,2.072562367292067,17.05172792538973,30.73972778051634,1.2878905586332101,1
3651,111.78877731673435,9.342889589745925,926.4085295891998,68.20790268696946,1.689406432795537,52.77638447422068,72.28064319975726,1.1824356371016713,1
3652,59.887911033266114,6.809589226925698,783.8157125461719,166.55272171738807,2.5791682048187763,32.97446916439081,37.15913573506047,1.177783630970416,0
3653,116.98878731144679,2.7340037780362776,990.9370697024575,70.60356939398808,0.85763208394085,50.616382486754006,92.78727285497011,-0.4488972839312283,1
3654,43.06440539282141,6.925029546072204,859.7441321050263,145.6385308155563,1.1596491376677394,24.683497886823222,29.883528003578796,0.9224749380097993,0
3655,38.140428388184276,5.0395446357409845,453.4975726094155,69.51887743507896,1.941571737336294,22.123321109601385,25.66471319812596,0.1579577467714682,0
3656,66.9597466003918,8.941592193478664,745.6595540882888,168.62728466676296,1.4845522498826917,37.83395463585724,47.25495057471441,2.0266645004898582,1
3657,39.08732223242492,9.637354143381701,990.0672912858987,119.00716599636554,2.2764536770778228,19.98978246425959,34.075257370552336,1.9096278041204493,1
3658,37.22634087928687,9.230494045688385,1343.6512580043523,136.23365639982634,2.935654631156384,18.71028976186986,27.469912364749536,-0.24230153329657042,0
3659,51.052804538238505,9.332558078390246,339.5540761028605,133.59930851305185,2.1250854605669804,24.663371876446405,31.970294857058427,1.1068801180357903,0
3660,61.911267077941496,7.379561734440416,1111.00349284101,162.01312198948085,0.8629379961533974,36.07288944027555,39.687682291291885,2.0191434938656485,0
3661,89.21939265014332,3.114954930164462,858.8792231204493,184.84096395822777,0.8004789923199661,45.14880492560152,58.36487764170543,0.0016417337573390598,1
3662,64.79979427812029,9.82180557981029,374.4802604858893,105.06121260087478,1.6544073292996335,32.746756859660266,42.677953825673356,2.0890743245552215,0
3663,110.78760416903675,8.259555067014501,1429.5626649240266,71.67411296792136,2.330471405320043,46.32189787460228,79.69731374269186,1.0810260365186832,1
3664,59.29126708797542,6.468843531046084,784.2529646765234,174.91172308891754,2.7992813420650084,32.474160596489774,37.59753970786942,1.091304801811883,0
3665,81.0549680399068,4.795547599286522,1445.057256273143,74.26420360981078,2.5455613263656343,44.29704738230014,70.97076544215783,0.1075213580959889,1
3666,51.34719454803307,3.785494184366947,1012.5100325088829,78.51073615128018,3.1710160059165586,21.15773467590141,37.00521397221936,1.869134436462893,1
3667,35.73973247482026,5.026791011954026,832.6442628787325,147.06493540803993,2.1186213850469797,21.0824431972138,22.096105063895074,1.269046433835241,0
3668,32.35881549395446,7.776308772216134,481.64998077217706,193.3898334793782,0.6633325882022362,15.904730208038584,21.631080892572466,1.1304181317233786,0
3669,57.35961943737029,6.321011227157326,782.3136846706409,175.45106746108317,2.1464191370529115,31.108269925074985,36.175877816098144,0.8661281193099202,0
3670,47.10010161290145,7.098215272448052,1335.969067363533,163.30724534919636,0.9198582631166332,27.40019062404536,29.327064321712633,-0.39636643913621195,0
3671,80.46734255978893,10.078137269739292,1342.2128953836682,129.78931523361862,2.439667130957873,47.17596496312153,56.16654951490479,1.2887567267719406,0
3672,31.22310413622095,9.661094819190097,291.27316692044326,68.53884286746714,2.872345424396151,16.166119338379563,24.728657441217226,0.35371753597200617,0
3673,77.10497774241183,3.77672376656085,210.42924494901703,32.00227732819774,1.633341891137718,33.26174941214639,66.83402286984919,2.0766488188562877,1
3674,61.5509418359643,3.4173807630238424,202.0273645685675,198.07922730751343,1.428322124923512,33.08939421228197,52.815692775861855,-0.4128139127537983,1
3675,110.42224221370725,8.92774114914739,1429.6132036472202,72.36496991330995,1.5282309662708322,45.938161113747384,79.87344327740969,0.48593153640138265,1
3676,42.23547506918755,8.197425627326203,264.8058244583179,30.839582320283863,2.637578910964556,19.12237785647453,27.669679396141582,-0.8643240391352793,1
3677,43.83677566819459,9.959689987861426,1386.0048594024204,114.0256335117357,1.5466870586963564,20.490578623413104,27.24558510018711,1.0188400415484682,0
3678,110.11019077345514,10.099133791665382,1268.455425934849,125.2228072174218,2.3720180847038024,57.0280586365891,88.99217327790252,1.354753624810377,1
3679,39.99839034233077,8.431007902259967,743.1724031768983,102.37291963283343,3.242119970794744,19.684171815866176,36.025367595979866,1.6128295529115357,1
3680,47.868708205866824,8.059157048207867,521.2670358613649,49.13115212415439,2.566355291238714,21.31429862874545,43.12026900214613,0.10216244307530337,1
3681,90.05082995014081,3.5016567795351676,694.3341695915431,195.0578959226797,2.1165148208598397,50.03019697546771,59.25521202504223,2.083341022071473,1
3682,51.68418622932154,8.652748905775798,1150.7227036516624,150.07994892877932,1.7479333890851545,30.764576436937308,35.89068272213843,0.4355016170816786,0
3683,37.641633110066216,6.106454974656197,325.3678675540638,35.041421895627,2.6932496937027515,16.53877515440757,25.50728522205276,1.1921338635078096,1
3684,61.40724295787756,8.172030160409898,224.65204054327478,164.22367775217737,0.9037067767808269,32.76244202370049,38.63540322668175,0.6734500270230979,0
3685,47.7659448650077,7.70881383716669,545.3315160721771,98.1497241455033,2.696367688644553,26.879356404046998,31.694529339604905,-0.25768882049373165,0
3686,85.41094780558645,9.297532236986337,811.1463300295288,53.46633606878661,0.8771101324146067,45.0845364148206,73.24106293947986,0.24699416452480494,1
3687,65.8150978362076,8.268668484115054,618.061894039405,171.09520802105948,1.4134226589516121,37.14927257434045,41.08389900048292,1.585267469209556,0
3688,112.26468110412657,6.407513587083554,348.93083839618004,92.39347772641288,1.7981875336995625,59.642855755703074,72.92942418362203,2.546905996203741,1
3689,62.61461159017272,7.832593930553284,871.694474875736,117.84010089221974,2.1056346950340834,25.059269813479492,43.44502562354711,0.35252076614506683,1
3690,58.119312624046735,4.01180380014369,1278.1315203120375,41.106194105682306,1.815317770443677,24.65419780753255,35.54591128844538,0.8890936909172464,1
3691,71.4955276767924,8.517654071822736,675.9192072193398,182.81461116815277,2.020718997532421,41.53295745404862,46.601245165435785,0.5822492480338044,0
3692,63.812605790031405,4.318858143344138,760.1203086900454,180.27259707900046,1.898011809723658,36.113315709061524,52.27863188649353,-0.08712190602594104,1
3693,51.05605081702789,8.169886471251347,515.2190625885585,135.62700672870056,0.2647043218567526,23.931822521554114,31.220947920022315,1.0995833137498894,0
3694,58.72722701793261,8.636520828090509,1457.6542038620214,30.752655830481494,1.6556286097615147,24.667617802040862,35.743761661888875,1.8101865797965313,1
3695,116.98214881454884,8.874526814281559,362.41213228328525,107.72495290372746,2.0789177083952746,65.23065886087878,88.72284090357151,1.9554612327263257,1
3696,47.13210242539803,7.632312571176307,1347.9653816071914,75.50547225099345,0.7810592678105986,27.213529741228083,33.74261066710402,0.12651869544339878,0
3697,41.62176297553886,9.561405984419496,352.359543652355,138.96894163265668,1.540441317902871,20.636011078171823,28.224594371170046,0.6462734578089072,0
3698,114.62976816511072,8.491374256802155,950.2123884861284,188.92009267958775,0.6539882962223256,57.33421040700125,84.68647879126014,1.2103535584848248,1
3699,32.373079617612625,8.500566158861428,1237.1076608478818,21.157549528449266,1.0411356660329891,15.850812163840786,21.408433272806896,2.505516209382229,0
3700,74.68673360345551,7.920568856769646,1231.6675085562235,118.17711675218712,1.2953448486912926,40.4711760250671,47.20274847336319,0.030257434642829404,0
3701,95.12808884808055,6.0447020568496574,1331.8424507960744,175.5861444126608,1.9763209658461098,48.38588468830912,58.11106487418741,-0.01065409868551784,1
3702,55.549609743979794,9.08185101167597,224.42327277922905,171.34250078094055,1.961514685330766,32.421366576799784,38.63556432903379,0.0025025286566749097,0
3703,93.04623076257234,6.704299965070951,1151.6597486555456,152.78217851899174,1.7399716090983834,38.58414504815228,82.1153518064899,-0.5345233880773561,1
3704,44.74107625677243,5.400676125144756,1172.2906595462568,47.11641935498666,0.8534819072678836,24.946101170237885,32.87936178171297,-0.2257407620742035,1
3705,41.03382568867693,5.703502570933178,449.8687629935526,62.665643337079885,1.9916092245334995,23.186805848167506,28.21673338048733,0.26267187111675605,0
3706,93.4555722097522,5.863248018961748,1113.5800739692158,121.0128491872215,0.6806099483099946,46.2424042517405,59.025838590857276,0.5618528642808311,1
3707,50.68525539887696,7.8161007178392055,394.626256275948,84.70535397584783,1.779588984110504,27.56076547710994,32.909224047505965,1.8633523034704862,0
